Starting simulation with 108 atoms for 10000 steps.
     NFI            TEMP            EKIN                 EPOT              ETOT
    9200          56.12678627          17.90145188        -155.28996527        -137.38851339
    9300          56.53978199          18.03317549        -155.38750234        -137.35432685
    9400          48.82014861          15.57102409        -152.99426985        -137.42324576
    9500          51.20403612          16.33135708        -153.75142174        -137.42006465
    9600          51.10735097          16.30051968        -153.64232837        -137.34180869
    9700          51.79040670          16.51837803        -153.91930937        -137.40093134
    9800          47.56657160          15.17119987        -152.59493608        -137.42373621
    9900          55.35522475          17.65536490        -154.99791512        -137.34255023
   10000          48.54671171          15.48381230        -152.82167299        -137.33786069
Simulation Done.
